## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.custom1,entity.custom2,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
PRODUCT_MI_CRM_SOLUTIONS,CRM Solutions,MI_SOLUTIONS,"With our CRM solutions, you can collect, organize, and manage your customers all in one place - and be certain you have a clear and complete view of their data and developments.",,,https://www.spglobal.com/market-intelligence/en/solutions/crm-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:With our CRM solutions, you can collect, organize, and manage your customers all in one place - and be certain you have a clear and complete view of their data and developments.",,,,,,
PRODUCT_MI_CROSS_REFERENCE_SERVICES,Cross Reference Services,MI_SOLUTIONS,"Your full entity data mapping solution. Seamlessly link disparate company, security, and industry data, even without an identifier.",,,https://www.spglobal.com/market-intelligence/en/solutions/cross-reference-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Your full entity data mapping solution. Seamlessly link disparate company, security, and industry data, even without an identifier.",,,,,,
PRODUCT_MI_CRYPTO_DATA_SERVICES,Crypto Data Services,MI_SOLUTIONS,Lukka Pricing Data uses a Fair Market Value (FMV) methodology designed to align to GAAP and IFRS guidelines.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/crypto-data-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Lukka Pricing Data uses a Fair Market Value (FMV) methodology designed to align to GAAP and IFRS guidelines.,,,,,,
PRODUCT_MI_CUSTODY_AND_SETTLEMENTS_PLATFORM,Custody & Settlements Platform,MI_SOLUTIONS,Streamline and scale the entire post-trade custody environment.,,,https://www.spglobal.com/market-intelligence/en/solutions/custody-settlements-platform,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Streamline and scale the entire post-trade custody environment.,,,,,,
PRODUCT_MI_CUSTOM_BASKETS,Custom Baskets,MI_SOLUTIONS,S&P Global Market Intelligence provides a fully managed and scalable service for the management and calculation of custom basket.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/equity-custom-baskets,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:S&P Global Market Intelligence provides a fully managed and scalable service for the management and calculation of custom basket.,,,,,,
PRODUCT_MI_CUSTOM_BASKETS_2,Custom Baskets,MI_SOLUTIONS,S&P Global Market Intelligence provides a fully managed and scalable service for the management and calculation of custom basket.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/custom-baskets,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:S&P Global Market Intelligence provides a fully managed and scalable service for the management and calculation of custom basket.,,,,,,
PRODUCT_MI_CUSTOM_BUSINESS_INDEX,Custom Business Index,MI_SOLUTIONS,"Discover better-informed business and investment strategies for your firm with evolving custom business index, sales forecasting, benchmark competition, and risk management.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/custom-business-index,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Discover better-informed business and investment strategies for your firm with evolving custom business index, sales forecasting, benchmark competition, and risk management.",,,,,,
PRODUCT_MI_CUSTOM_DATA-DRIVEN_CONSTRUCTION_SOLUTIONS,Custom Data-Driven Construction Solutions,MI_SOLUTIONS,"Forge a distinct growth path in the global construction market with custom data-driven solutions, offering in-depth analysis into construction industry trends.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/construction-custom-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Forge a distinct growth path in the global construction market with custom data-driven solutions, offering in-depth analysis into construction industry trends.",,,,,,
PRODUCT_MI_CUSTOM_MODELLING_BUSINESS_SCENARIOS_AND_FORECASTING,Custom Modelling Business Scenarios and Forecasting,MI_SOLUTIONS,"Get custom modelling, scenarios, forecasts, data, and analytical expertise from our economic and risk consultants.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/custom-modelling-business-scenarios-and-forecasting,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Get custom modelling, scenarios, forecasts, data, and analytical expertise from our economic and risk consultants.",,,,,,
PRODUCT_MI_DATA_DICTIONARY,Data Dictionary,MI_SOLUTIONS,Empowering business users with greater visibility of data,,,https://www.spglobal.com/market-intelligence/en/solutions/products/data-dictionary,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Empowering business users with greater visibility of data,,,,,,
PRODUCT_MI_DATA_DISTRIBUTION,Data Distribution,MI_SOLUTIONS,"S&P Global delivers a breadth and depth of information you won't find anywhere else. From sector-specific metrics to M&A data, get the data you need.",,,https://www.spglobal.com/market-intelligence/en/solutions/data-delivery,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:S&P Global delivers a breadth and depth of information you won't find anywhere else. From sector-specific metrics to M&A data, get the data you need.",,,,,,
PRODUCT_MI_DATA_MANAGEMENT_AS_A_SERVICE,Data Management as a Service,MI_SOLUTIONS,Focus on driving your business forward and increase scalability by outsourcing your data operations to our global team of experts,,,https://www.spglobal.com/market-intelligence/en/solutions/products/data-management-as-a-service,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Focus on driving your business forward and increase scalability by outsourcing your data operations to our global team of experts,,,,,,
PRODUCT_MI_DATAVERSE,Dataverse,MI_SOLUTIONS,"With an ever-expanding range of coverage across industries and markets, the S&P Global Dataverse brings you closer to the breakthroughs you seek.",,,https://www.spglobal.com/market-intelligence/en/solutions/resources/dataverse,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:With an ever-expanding range of coverage across industries and markets, the S&P Global Dataverse brings you closer to the breakthroughs you seek.",,,,,,
PRODUCT_MI_DATAXCHANGE,DataXchange,MI_SOLUTIONS,"Transform loan notice delivery with a centralized, auditable platform that enables self-service retrieval by lenders.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/dataxchange,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Transform loan notice delivery with a centralized, auditable platform that enables self-service retrieval by lenders.",,,,,,
PRODUCT_MI_DEBTDOMAIN,Debtdomain,MI_SOLUTIONS,"Streamline the entire syndication, secondary trading, and agency processes with DebtDomain. Enhance efficiency and decision-making in debt management.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/debtdomain,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Streamline the entire syndication, secondary trading, and agency processes with DebtDomain. Enhance efficiency and decision-making in debt management.",,,,,,
PRODUCT_MI_DEFENSE_AND_NATIONAL_SECURITY,Defense & National Security,MI_SOLUTIONS,"Data, analysis, and expertise to empower you with critical security intelligence.",,,https://www.spglobal.com/market-intelligence/en/solutions/defense-and-national-security,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Data, analysis, and expertise to empower you with critical security intelligence.",,,,,,
PRODUCT_MI_DERIVATIVES_SOLUTIONS,Derivatives Solutions,MI_SOLUTIONS,"An uncompromising commitment to quality and robust data, with dedicated support from derivatives professionals.",,,https://www.spglobal.com/market-intelligence/en/solutions/derivatives-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:An uncompromising commitment to quality and robust data, with dedicated support from derivatives professionals.",,,,,,
PRODUCT_MI_DERIVATIVES_STUDIO,Derivatives Studio,MI_SOLUTIONS,"Get anytime, anywhere access to high-quality OTC derivative valuations with Derivatives Studio, our interactive web-based calculator interface.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/derivatives-studio,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Get anytime, anywhere access to high-quality OTC derivative valuations with Derivatives Studio, our interactive web-based calculator interface.",,,,,,
PRODUCT_MI_DIFFERENTIATED_DATA,Differentiated Data,MI_SOLUTIONS,"Not all data is created equal. Comprehensive and consistently reliable, our data sets give you history, point-in-time, sector-specific and real-time insights.",,,https://www.spglobal.com/market-intelligence/en/solutions/differentiated-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Not all data is created equal. Comprehensive and consistently reliable, our data sets give you history, point-in-time, sector-specific and real-time insights.",,,,,,
PRODUCT_MI_DIGITAL_ASSETS_1099-DA,Digital Assets 1099-DA,MI_SOLUTIONS,"The landscape for global tax information reporting is shifting with the introduction of tax transparency measures from 2026. The OECD CARF and EU DAC8 requirements are a significant compliance requirement that impacts most participants in the digital asset industry, from retail customers to traditional banks and crypto exchanges.",,,https://www.spglobal.com/market-intelligence/en/solutions/resources/form-1099-da-frequently-asked-questions-for-brokers-navigating-digital-asset-tax-reporting,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:The landscape for global tax information reporting is shifting with the introduction of tax transparency measures from 2026. The OECD CARF and EU DAC8 requirements are a significant compliance requirement that impacts most participants in the digital asset industry, from retail customers to traditional banks and crypto exchanges.",,,,,,
PRODUCT_MI_DIVIDEND_FORECASTING,Dividend Forecasting,MI_SOLUTIONS,"Dividend Forecasting offers independent estimates for the amount and timing of individual dividend payments on over 7,000 stocks globally.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/dividend-forecasting,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Dividend Forecasting offers independent estimates for the amount and timing of individual dividend payments on over 7,000 stocks globally.",,,,,,
PRODUCT_MI_DOCUMENT_SOLUTIONS,Document Solutions,MI_SOLUTIONS,"Discover, analyze, leverage and share the intelligence hidden in your organization, formation, AML, regulatory and legal documents.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/document-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Discover, analyze, leverage and share the intelligence hidden in your organization, formation, AML, regulatory and legal documents.",,,,,,
PRODUCT_MI_EARNING_SEASONS_SOLUTIONS,Earning Seasons Solutions,MI_SOLUTIONS,"Navigating earnings season can be challenging for Investment Managers, as numerous companies release financial updates in rapid succession over just a few weeks.",,,https://www.spglobal.com/market-intelligence/en/campaigns/earnings-season-corporates,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Navigating earnings season can be challenging for Investment Managers, as numerous companies release financial updates in rapid succession over just a few weeks.",,,,,,
PRODUCT_MI_EARNING_SEASONS_SOLUTIONS_2,Earning Seasons Solutions,MI_SOLUTIONS,"Navigating earnings season can be challenging for Investment Managers, as numerous companies release financial updates in rapid succession over just a few weeks.",,,https://www.spglobal.com/market-intelligence/en/solutions/earning-seasons,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Navigating earnings season can be challenging for Investment Managers, as numerous companies release financial updates in rapid succession over just a few weeks.",,,,,,
PRODUCT_MI_ECONOMIC_ANALYTICS_HISTORICAL_ECONOMIC_AND_FINANCIAL_DATA,Economic Analytics: Historical Economic and Financial Data,MI_SOLUTIONS,Our all-encompassing historical macroeconomic and financial data service places all the data you require to conduct both detailed economic analysis and broad cross-country comparison at your fingertips.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/economic-analytics-historical-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Our all-encompassing historical macroeconomic and financial data service places all the data you require to conduct both detailed economic analysis and broad cross-country comparison at your fingertips.,,,,,,
PRODUCT_MI_ECONOMIC_DEVELOPMENT_CONSULTING,Economic Development Consulting,MI_SOLUTIONS,"Our Economic Development consultants apply the data, tools and expertise necessary to measure and analyze fundamental drivers of thriving regional economies",,,https://www.spglobal.com/market-intelligence/en/solutions/products/economic-development,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Our Economic Development consultants apply the data, tools and expertise necessary to measure and analyze fundamental drivers of thriving regional economies",,,,,,
PRODUCT_MI_ECONOMIC_IMPACT_ANALYSIS_AND_BUSINESS_STRATEGIES,Economic Impact Analysis & Business Strategies,MI_SOLUTIONS,Get comprehensive assessment economic analysis and business strategies from our Economics and Country Risk consultants.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/economic-impact-analysis-business-strategy,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Get comprehensive assessment economic analysis and business strategies from our Economics and Country Risk consultants.,,,,,,
PRODUCT_MI_ECONOMIC_INDICATORS_AND_FORECASTS,Economic Indicators & Forecasts,MI_SOLUTIONS,"Our comprehensive economics and country risk solutions enable customers to identify and optimize global insights, mitigate risks, and solve problems across the globe.",,,https://www.spglobal.com/market-intelligence/en/solutions/economic-indicators-forecasts,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Our comprehensive economics and country risk solutions enable customers to identify and optimize global insights, mitigate risks, and solve problems across the globe.",,,,,,
PRODUCT_MI_ECONOMICS_AND_COUNTRY_RISK_SERVICES_FOR_MANUFACTURING,Economics & Country Risk Services for Manufacturing,MI_SOLUTIONS,"S&P Global Economics and Country Risk supports the manufacturing industry with coverage of long-term trends, comparative industry analysis, risk ratings, scenarios and more.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/economics-country-risk-manufacturing,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:S&P Global Economics and Country Risk supports the manufacturing industry with coverage of long-term trends, comparative industry analysis, risk ratings, scenarios and more.",,,,,,
PRODUCT_MI_ECONOSTAT_ECONOMIC_TIME_SERIES_DATA,Econostat: Economic time series data,MI_SOLUTIONS,"A smart data solution for economists, analysts, and researchers who want easy access to the most up-to-date historical macro- and socio-economic time series data.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/econostat-economic-time-series-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:A smart data solution for economists, analysts, and researchers who want easy access to the most up-to-date historical macro- and socio-economic time series data.",,,,,,
PRODUCT_MI_EDM_-_ENTERPRISE_DATA_MANAGEMENT,EDM - Enterprise Data Management,MI_SOLUTIONS,"Elevate your data quality to the highest standard with S&P Global Enterprise Data Management - EDM - to positively impact and influence every process, report and decision your organization needs to make.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/enterprise-data-management,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Elevate your data quality to the highest standard with S&P Global Enterprise Data Management - EDM - to positively impact and influence every process, report and decision your organization needs to make.",,,,,,
PRODUCT_MI_EDM_AS_A_SERVICE,EDM as a Service,MI_SOLUTIONS,Scale and optimize your data management operations.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-as-a-service,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Scale and optimize your data management operations.,,,,,,
PRODUCT_MI_EDM_DATA_OPTIMIZATION,EDM Data Optimization,MI_SOLUTIONS,Enterprise Data Management (EDM) from S&P Global delivers the control and visibility firms need to optimize their data usage and manage their costs,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-data-optimization,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Enterprise Data Management (EDM) from S&P Global delivers the control and visibility firms need to optimize their data usage and manage their costs,,,,,,
PRODUCT_MI_EDM_FOR_ENERGY,EDM for Energy,MI_SOLUTIONS,Data management for the energy industry. EDM for Energy is a flexible data management platform that pulls disparate data types from multiple sources into a central hub.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-energy,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Data management for the energy industry. EDM for Energy is a flexible data management platform that pulls disparate data types from multiple sources into a central hub.,,,,,,
PRODUCT_MI_EDM_FOR_ENERGY_ALIGNMENT_WITH_THE_OSDU_TECHNICAL_STANDARDS,EDM for Energy: Alignment with the OSDU Technical Standards,MI_SOLUTIONS,EDM for Energy delivers streamlined integration with the OSDUTM Data Platform while also supporting your workflow automation and digital transformation objectives today.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-osdu-integration,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:EDM for Energy delivers streamlined integration with the OSDUTM Data Platform while also supporting your workflow automation and digital transformation objectives today.,,,,,,
PRODUCT_MI_EDM_FOR_ENERGY_DATA_HUB,EDM for Energy: Data Hub,MI_SOLUTIONS,"Enterprise Data Management's (EDM) Data Hub solution aggregates, validates and distributes data from disparate sources, giving firms a 360 view of their data assets while ensuring consistency and accuracy.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-energy-data-hub,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Enterprise Data Management's (EDM) Data Hub solution aggregates, validates and distributes data from disparate sources, giving firms a 360 view of their data assets while ensuring consistency and accuracy.",,,,,,
PRODUCT_MI_EDM_FOR_ENERGY_REC_AND_SYNC,EDM for Energy: Rec&Sync,MI_SOLUTIONS,"Enterprise Data Management's (EDM) Rec&Sync solution delivers real-time monitoring, reconciliation and synchronization of oil and gas data across multiple applications and projects. It ensures all users have access to the master data set directly within their application of choice.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-rec-sync,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Enterprise Data Management's (EDM) Rec&Sync solution delivers real-time monitoring, reconciliation and synchronization of oil and gas data across multiple applications and projects. It ensures all users have access to the master data set directly within their application of choice.",,,,,,
PRODUCT_MI_EDM_FOR_MARITIME,EDM for Maritime,MI_SOLUTIONS,"A Workflow Automation Platform for the Maritime, Shipping, and Logistics Sectors",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-for-maritime,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:A Workflow Automation Platform for the Maritime, Shipping, and Logistics Sectors",,,,,,
PRODUCT_MI_EDM_INSIGHTS,EDM Insights,MI_SOLUTIONS,It seems there is no specific content available for the provided link. Please provide another link or topic for assistance.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-insights,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:It seems there is no specific content available for the provided link. Please provide another link or topic for assistance.,,,,,,
PRODUCT_MI_EDM_MANAGED_SERVICES,EDM Managed Services,MI_SOLUTIONS,"EDM managed services from S&P Global enable customers to simplify data management, reduce costs and control their data.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-managed-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:EDM managed services from S&P Global enable customers to simplify data management, reduce costs and control their data.",,,,,,
PRODUCT_MI_EDM_PRIVATE_ASSET_DATA,EDM Private Asset Data,MI_SOLUTIONS,Supporting decision-making at GPs and LPs by centralizing private asset data and enabling look-through to underlying assets,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-private-asset-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Supporting decision-making at GPs and LPs by centralizing private asset data and enabling look-through to underlying assets,,,,,,
PRODUCT_MI_EDM_PROFESSIONAL_SERVICES,EDM Professional Services,MI_SOLUTIONS,Our team of experts is here to help you maximize the value of our Enterprise Data Management (EDM) solution while freeing up your resources to focus on other strategic projects.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-professional-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Our team of experts is here to help you maximize the value of our Enterprise Data Management (EDM) solution while freeing up your resources to focus on other strategic projects.,,,,,,
PRODUCT_MI_EDM_INTEGRATION,EDM: Integration,MI_SOLUTIONS,"Establish best practices across the organization and create a single source of truth for key business data used across systems, applications and processes.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-integration,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Establish best practices across the organization and create a single source of truth for key business data used across systems, applications and processes.",,,,,,
PRODUCT_MI_EDM_INVESTMENT_DATA,EDM: Investment Data,MI_SOLUTIONS,Enterprise Data Management (EDM) from S&P Global is a central data management platform for capturing accurate and timely investment data.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-investment-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Enterprise Data Management (EDM) from S&P Global is a central data management platform for capturing accurate and timely investment data.,,,,,,
PRODUCT_MI_EDM_MASTER_DATA_MANAGEMENT,EDM: Master Data Management,MI_SOLUTIONS,Enterprise Data Management (EDM) from S&P Global enables firms to create a single master data source for analysis and reporting.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-master-data-management,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Enterprise Data Management (EDM) from S&P Global enables firms to create a single master data source for analysis and reporting.,,,,,,
PRODUCT_MI_EDM_PRODUCT_AND_ACCOUNT_MASTER,EDM: Product and Account Master,MI_SOLUTIONS,"Enterprise Data Management (EDM) from S&P Global enables firms to maintain different hierarchies for individual regions, teams and business lines while managing the complexity of a multiteam workflow.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-account-master,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Enterprise Data Management (EDM) from S&P Global enables firms to maintain different hierarchies for individual regions, teams and business lines while managing the complexity of a multiteam workflow.",,,,,,
PRODUCT_MI_EDM_REFERENCE_DATA,EDM: Reference Data,MI_SOLUTIONS,"EDM from S&P Global enables customers to cleanse, reconcile and integrate disparate reference data from multiple sources.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/edm-reference-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:EDM from S&P Global enables customers to cleanse, reconcile and integrate disparate reference data from multiple sources.",,,,,,
PRODUCT_MI_ENERGY_TRANSITION_AND_SUSTAINABILITY,Energy Transition and Sustainability,MI_SOLUTIONS,We lead with data so you can advance your sustainability and energy transition journey.,,,https://www.spglobal.com/market-intelligence/en/solutions/energy-transition-and-sustainability,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:We lead with data so you can advance your sustainability and energy transition journey.,,,,,,
PRODUCT_MI_ENTITY_LINK,Entity Link,MI_SOLUTIONS,"Find independent pricing, transparency and liquidity data for corporate/sovereign securities, municipal bonds and European/US securitized products.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/entity-link,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Find independent pricing, transparency and liquidity data for corporate/sovereign securities, municipal bonds and European/US securitized products.",,,,,,
PRODUCT_MI_ENVIRONMENT_CLIMATE_AND_NATURE_RISKS,"Environment, Climate & Nature Risks",MI_SOLUTIONS,"Pinpoint your physical risks and financial losses due to climate change. Assess physical risk exposure and its financial impact on your assets, portfolios, and supply chains.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/physical-risk,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Pinpoint your physical risks and financial losses due to climate change. Assess physical risk exposure and its financial impact on your assets, portfolios, and supply chains.",,,,,,
PRODUCT_MI_EQUITY_ISSUANCE,Equity Issuance,MI_SOLUTIONS,"Manage primary equity issuance processes more efficiently, from order and allocation to post-settlement activities with our end-to-end platform, Equity Bookbuild.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/equities-issuance,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Manage primary equity issuance processes more efficiently, from order and allocation to post-settlement activities with our end-to-end platform, Equity Bookbuild.",,,,,,
PRODUCT_MI_ESSENTIAL_IFRS_9_IMPAIRMENT_SOLUTIONS,Essential IFRS 9 Impairment Solutions,MI_SOLUTIONS,"Get peace of mind when estimating expected credit losses, with access to default and ratings migration data, statistical models, and scorecards that assess probability of default, loss given default, and macro-economic considerations.",,,https://www.spglobal.com/market-intelligence/en/solutions/ifrs-9-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Get peace of mind when estimating expected credit losses, with access to default and ratings migration data, statistical models, and scorecards that assess probability of default, loss given default, and macro-economic considerations.",,,,,,
PRODUCT_MI_ESSENTIAL_SOLUTIONS,Essential Solutions,MI_SOLUTIONS,"Turn raw data into actionable intelligence that is critical to your workflow. Access it anywhere, via desktop, web, mobile, or data feeds.",,,https://www.spglobal.com/market-intelligence/en/solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Turn raw data into actionable intelligence that is critical to your workflow. Access it anywhere, via desktop, web, mobile, or data feeds.",,,,,,
PRODUCT_MI_ESSENTIAL_SOLUTIONS_FOR_THE_BASEL_FRAMEWORK,Essential Solutions for the Basel Framework,MI_SOLUTIONS,"Understand the implications of Basel IV regulations with S&P Global's expert insights and analysis, supporting compliance and risk management.",,,https://www.spglobal.com/market-intelligence/en/solutions/basel-iv,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Understand the implications of Basel IV regulations with S&P Global's expert insights and analysis, supporting compliance and risk management.",,,,,,
PRODUCT_MI_ESTIMATES,Estimates,MI_SOLUTIONS,Explore the financial health of companies like never before with the newly expanded S&P Capital IQ Estimates dataset.,,,https://www.spglobal.com/market-intelligence/en/solutions/resources/estimates-expansion,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Explore the financial health of companies like never before with the newly expanded S&P Capital IQ Estimates dataset.,,,,,,
PRODUCT_MI_ESTIMATES_2,Estimates,MI_SOLUTIONS,"Key industry-specific forecasting measures and expansive contributor universe to bring you fully transparent, real-time estimates with clear explanations on inclusions and exclusions.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/estimates,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Key industry-specific forecasting measures and expansive contributor universe to bring you fully transparent, real-time estimates with clear explanations on inclusions and exclusions.",,,,,,
PRODUCT_MI_EUROPEAN_PRICES_AND_WAGE_COSTS_FORECAST,European Prices and Wage Costs Forecast,MI_SOLUTIONS,"Covering over 950 price forecasts, the European Pricing and Purchasing service provides the most comprehensive outlook for pricing and wage rates in Europe.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/european-prices-wages,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Covering over 950 price forecasts, the European Pricing and Purchasing service provides the most comprehensive outlook for pricing and wage rates in Europe.",,,,,,
PRODUCT_MI_EVALUATION,Evaluation,MI_SOLUTIONS,S&P Global provides a platform for managing and distributing feedback to your research and execution partners to simplify the broker evaluation process.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/evaluation,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:S&P Global provides a platform for managing and distributing feedback to your research and execution partners to simplify the broker evaluation process.,,,,,,
PRODUCT_MI_EVIEWS_-_ECONOMETRIC_MODELING_AND_ANALYSIS_SOFTWARE,EViews - Econometric Modeling & Analysis Software,MI_SOLUTIONS,"EViews is an easy-to-learn, user-friendly interface that lets you quickly and efficiently develop statistical and forecasting models and simulations and offers the latest software technology and best-in-class econometric features.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/eviews-econometric-modeling-analysis-software,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:EViews is an easy-to-learn, user-friendly interface that lets you quickly and efficiently develop statistical and forecasting models and simulations and offers the latest software technology and best-in-class econometric features.",,,,,,
